cp5,municipio,municipio_consolidado,provincia_consolidada
36581,Vila de Cruces,Vila de Cruces,Pontevedra
36856,Cotobade,Cotobade,Pontevedra
37130,Doñinos de Ledesma,Tabera de Abajo,Salamanca
39718,Liérganes,Medio Cudeyo,Cantabria
39791,Bárcena de Cicero,Bárcena de Cicero,Cantabria
40291,Tabanera la Luenga,Escarabajosa de Cabezas,Segovia
41318,Villaverde del Río,Villaverde del Río,Sevilla
41320,Cantillana,Cantillana,Sevilla
41880,Ronquillo,Ronquillo,Sevilla
42169,Almarza,Almarza,Soria
43597,Arnes,Arnes,Tarragona
43812,Vila-rodona,Vila-rodona,Tarragona
45532,Carriches,Carriches,Toledo
46013,Valencia,Valencia,Valencia
46592,Segart,Segart,Valencia
47151,Boecillo,Boecillo,Valladolid
47209,Valoria la Buena,Valoria la Buena,Valladolid
49100,Villanueva del Campo,Villanueva del Campo,Zamora
49760,Villaveza del Agua,Barcial del Barco,Zamora
50216,Villalengua,Villalengua,Zaragoza
50315,Malanquilla,Malanquilla,Zaragoza
50610,Frago,Luna,Zaragoza
1117,Campezo/Kanpezu,Campezo/Kanpezu,Álava
4692,Vélez-Rubio,Huércal-Overa,Almería
5133,San Martín de la Vega del Alberche,San Martín de la Vega del Alberche,Ávila
5516,Villar de Corneja,Villar de Corneja,Ávila
8750,Barcelona,Barcelona,Barcelona
14006,Córdoba,Córdoba,Córdoba
14547,Santaella,Santaella,Córdoba
15218,Lousame,Porto do Son,A Coruña
15314,Paderne,Irixoa,A Coruña
15327,Pontes de García Rodríguez,Pontes de García Rodríguez,A Coruña
15688,Oroso,Oroso,A Coruña
16532,Villanueva de Guadamejud,Huete,Cuenca
16851,Buciegas,Buciegas,Cuenca
16879,Beteta,Beteta,Cuenca
17166,Cellera de Ter,Cellera de Ter,Gerona
18193,Monachil,Monachil,Granada
18370,Moraleda de Zafayona,Moraleda de Zafayona,Granada
18430,Torvizcón,Torvizcón,Granada
18516,Polícar,Beas de Guadix,Granada
19227,Matarrubia,Taragudo,Guadalajara
20128,Hernani,Hernani,Guipúzcoa
22122,Angüés,Angüés,Huesca
22400,Monzón,Monzón,Huesca
23615,Martos,Martos,Jaén
24126,Riello,Riello,León
24319,Igüeña,Igüeña,León
24740,Truchas,Truchas,León
25131,Torre-serona,Torre-serona,Lérida
25286,Olius,Bassella,Lérida
25612,Avellanes i Santa Linya,Os de Balaguer,Lérida
26226,Pazuengos,San Millán de la Cogolla,La Rioja
26586,Enciso,Ajamil de Cameros,La Rioja
28420,Galapagar,Galapagar,Madrid
30178,Mula,Mula,Murcia
30192,Campos del Río,Campos del Río,Murcia
30438,Cehegín,Cehegín,Murcia
32410,Melón,Melón,Ourense
32453,San Amaro,San Amaro,Ourense
32616,Vilardevós,Vilardevós,Ourense
32782,Pobra de Trives,Pobra de Trives,Ourense
32820,Cartelle,Cartelle,Ourense
33500,Llanes,Llanes,Asturias
33795,Coaña,Coaña,Asturias
36154,Pontevedra,Pontevedra,Pontevedra
37214,Cabeza del Caballo,Valsalabroso,Salamanca
37311,Santiago de la Puebla,Santiago de la Puebla,Salamanca
37590,Morasverdes,Sancti-Spíritus,Salamanca
37794,Sanchotello,Navalmoral de Béjar,Salamanca
39350,Suances,Suances,Cantabria
39520,Comillas,Comillas,Cantabria
42166,Sotillo del Rincón,Sotillo del Rincón,Soria
42329,Langa de Duero,Langa de Duero,Soria
42368,Barcones,Berlanga de Duero,Soria
44314,Blancas,Blancas,Teruel
46173,Losa del Obispo,Losa del Obispo,Valencia
46192,Montserrat,Montserrat,Valencia
46590,Estivella,Estivella,Valencia
46728,Palma de Gandía,Gandia,Valencia
46894,Genovés,Genovés,Valencia
47329,Castrillo-Tejeriego,Villabáñez,Valladolid
47861,Villardefrades,Villardefrades,Valladolid
48003,Bilbao,Bilbao,Vizcaya
48014,Bilbao,Bilbao,Vizcaya
49141,Faramontanos de Tábara,Faramontanos de Tábara,Zamora
49191,Jambrina,Morales del Vino,Zamora
52001,Melilla,Melilla,MELILLA
1211,Lagrán,Condado de Treviño,Álava
1426,Valdegovía/Gaubea,Valdegovía/Gaubea,Álava
3190,Pilar de la Horadada,Pilar de la Horadada,Alicante
3518,Bolulla,Bolulla,Alicante
3519,Castell de Guadalest,Castell de Guadalest,Alicante
3610,Petrer,Petrer,Alicante
3659,Pinós,Pinós,Alicante
3840,Gaianes,Gaianes,Alicante
4560,Gádor,Gádor,Almería
4820,Vélez-Blanco,Vélez-Rubio,Almería
4868,Laroya,Laroya,Almería
5591,Villanueva del Campillo,Villanueva del Campillo,Ávila
7711,Sant Lluís,Sant Lluís,Baleares
8221,Terrassa,Terrassa,Barcelona
9212,Valle de Tobalina,Miranda de Ebro,Burgos
9640,San Millán de Lara,Mambrillas de Lara,Burgos
10181,Sierra de Fuentes,Sierra de Fuentes,Cáceres
11330,Jimena de la Frontera,Jimena de la Frontera,Cádiz
12134,Chodos/Xodos,Chodos/Xodos,Castellón
12164,Sierra Engarcerán,Sierra Engarcerán,Castellón
14113,Fuente Palmera,Fuente Palmera,Córdoba
15319,Paderne,Bergondo,A Coruña
17463,Foixà,Foixà,Gerona
17722,Darnius,Darnius,Gerona
18152,Dílar,Dílar,Granada
18519,Purullena,Guadix,Granada
19227,Robledillo de Mohernando,Taragudo,Guadalajara
19283,Iniéstola,Alcolea del Pinar,Guadalajara
19339,Rueda de la Sierra,Embid,Guadalajara
21590,Villablanca,Villablanca,Huelva
22417,Fonz,Almunia de San Juan,Huesca
24384,Puente de Domingo Flórez,Puente de Domingo Flórez,León
24650,Pola de Gordón,Pola de Gordón,León
24717,Santiago Millas,Santiago Millas,León
24816,Cistierna,Cistierna,León
24980,Crémenes,Crémenes,León
25172,Montoliu de Lleida,Montoliu de Lleida,Lérida
25650,Isona i Conca Dellà,Isona i Conca Dellà,Lérida
27869,Viveiro,Viveiro,Lugo
28478,Cercedilla,Guadarrama,Madrid
30858,Mazarrón,Mazarrón,Murcia
31003,Pamplona/Iruña,Pamplona/Iruña,Navarra
31178,Abárzuza,Abárzuza,Navarra
31393,Beire,Beire,Navarra
32846,Lobeira,Lobeira,Ourense
33118,Quirós,Quirós,Asturias
33411,Illas,Illas,Asturias
33507,Llanes,Llanes,Asturias
33585,Parres,Parres,Asturias
33790,Navia,Navia,Asturias
33820,Grado,Grado,Asturias
34304,Guaza de Campos,Frechilla,Palencia
34349,Moratinos,Villada,Palencia
34484,Dehesa de Montejo,Dehesa de Montejo,Palencia
35200,Telde,Telde,Las Palma
35488,Gáldar,Gáldar,Las Palma
35550,San Bartolomé,San Bartolomé,Las Palma
36210,Vigo,Vigo,Pontevedra
36315,Vigo,Vigo,Pontevedra
36544,Silleda,Silleda,Pontevedra
37110,Aldearrodrigo,San Pelayo de Guareña,Salamanca
37110,Santiz,San Pelayo de Guareña,Salamanca
37319,Cantaracillo,Cantaracillo,Salamanca
37792,Pedrosillo de los Aires,Pedrosillo de los Aires,Salamanca
38649,Arona,Arona,Santa Cruz de Tenerife
39180,Noja,Noja,Cantabria
40109,Real Sitio de San Ildefonso,Real Sitio de San Ildefonso,Segovia
40165,Prádena,Prádena,Segovia
42003,Soria,Soria,Soria
42112,Aldealpozo,Arancón,Soria
42112,Pozalmuro,Arancón,Soria
43518,Tortosa,Tortosa,Tarragona
43891,Vandellòs i l'Hospitalet de l'Infant,Pratdip,Tarragona
46891,Palomar,Bufali,Valencia
47013,Valladolid,Valladolid,Valladolid
47172,Villarmentero de Esgueva,Villarmentero de Esgueva,Valladolid
48310,Elantxobe,Elantxobe,Vizcaya
48410,Orozko,Orozko,Vizcaya
49519,Rabanales,Rabanales,Zamora
49719,Maderal,Villamor de los Escuderos,Zamora
1427,Berberana,Valdegovía/Gaubea,Burgos
2140,Albacete,Albacete,Albacete
3016,Alicante/Alacant,Alicante/Alacant,Alicante
3669,Romana,Romana,Alicante
5696,San Lorenzo de Tormes,Horcajada,Ávila
6176,Parra,Parra,Badajoz
6182,Badajoz,Badajoz,Badajoz
7818,Sant Josep de sa Talaia,Sant Josep de sa Talaia,Baleares
9006,Burgos,Burgos,Burgos
9320,Cogollos,Valdorros,Burgos
9613,Barbadillo del Mercado,Salas de los Infantes,Burgos
10110,Madrigalejo,Madrigalejo,Cáceres
10591,Malpartida de Plasencia,Malpartida de Plasencia,Cáceres
13428,Fuente el Fresno,Malagón,Ciudad Real
14709,Palma del Río,Hornachuelos,Córdoba
15005,Coruña,Coruña,A Coruña
15819,Arzúa,Arzúa,A Coruña
16340,Cierva,Cierva,Cuenca
17181,Aiguaviva,Aiguaviva,Gerona
18515,Purullena,Guadix,Granada
18518,Albuñán,Cogollos de Guadix,Granada
18562,Píñar,Píñar,Granada
19243,Villares de Jadraque,Robledo de Corpes,Guadalajara
20749,Aizarnazabal,Zestoa,Guipúzcoa
21720,Rociana del Condado,Rociana del Condado,Huelva
22281,Gurrea de Gállego,Gurrea de Gállego,Huesca
22330,Aínsa-Sobrarbe,Aínsa-Sobrarbe,Huesca
24288,Villares de Órbigo,Villarejo de Órbigo,León
25218,Plans de Sió,Cervera,Lérida
25289,Castellar de la Ribera,Bassella,Lérida
27120,Castroverde,Castroverde,Lugo
27187,Portomarín,Portomarín,Lugo
27227,Friol,Friol,Lugo
27675,Nogais,Nogais,Lugo
27850,Viveiro,Viveiro,Lugo
28190,Puebla de la Sierra,Puebla de la Sierra,Madrid
28696,Pelayos de la Presa,Pelayos de la Presa,Madrid
30413,Moratalla,Caravaca de la Cruz,Murcia
31320,Milagro,Milagro,Navarra
32212,Gomesende,Gomesende,Ourense
33315,Villaviciosa,Villaviciosa,Asturias
33548,Parres,Parres,Asturias
33639,Lena,Lena,Asturias
33747,Tapia de Casariego,Tapia de Casariego,Asturias
33756,Boal,Boal,Asturias
35414,Arucas,Arucas,Las Palma
35627,Pájara,Pájara,Las Palma
36436,Arbo,Arbo,Pontevedra
37406,Villaflores,Villaflores,Salamanca
37488,Villar de Ciervo,San Pedro de Rozados,Salamanca
37893,Villagonzalo de Tormes,Alba de Tormes,Salamanca
39591,Reocín,Cabezón de la Sal,Cantabria
39685,Vega de Pas,Vega de Pas,Cantabria
41849,Aznalcázar,Aznalcázar,Sevilla
42112,Hinojosa del Campo,Arancón,Soria
42128,Bliecos,Tejado,Soria
42162,Garray,Villares de Soria,Soria
42181,Fuentes de Magaña,Cerbón,Soria
43470,Selva del Camp,Selva del Camp,Tarragona
43877,Sant Jaume d'Enveja,Sant Jaume d'Enveja,Tarragona
43890,Vandellòs i l'Hospitalet de l'Infant,Vandellòs i l'Hospitalet de l'Infant,Tarragona
44368,Pozondón,Monterde de Albarracín,Teruel
45164,Gálvez,Gálvez,Toledo
46017,Valencia,Valencia,Valencia
46394,Riba-roja de Túria,Riba-roja de Túria,Valencia
46512,Faura,Faura,Valencia
46702,Gandia,Gandia,Valencia
46770,Xeraco,Xeraco,Valencia
47175,Piña de Esgueva,Piña de Esgueva,Valladolid
47250,Mojados,Mojados,Valladolid
47281,Corcos,Corcos,Valladolid
47314,Langayo,Peñafiel,Valladolid
47816,Valdenebro de los Valles,Medina de Rioseco,Valladolid
50213,Monterde,Nuévalos,Zaragoza
50784,Zaida,Zaida,Zaragoza
1211,Berantevilla,Condado de Treviño,Álava
3012,Alicante/Alacant,Alicante/Alacant,Alicante
3791,Vall de Laguar,Orba,Alicante
5005,Ávila,Ávila,Ávila
5134,Navadijos,Navalacruz,Ávila
5194,Berrocalejo de Aragona,Ávila,Ávila
5410,Mombeltrán,Mombeltrán,Ávila
5510,Santa María del Berrocal,Santa María del Berrocal,Ávila
6679,Herrera del Duque,Herrera del Duque,Badajoz
6760,Navalvillar de Pela,Navalvillar de Pela,Badajoz
8040,Barcelona,Barcelona,Barcelona
8148,Estany,Estany,Barcelona
8274,Sant Feliu Sasserra,Sant Feliu Sasserra,Barcelona
8469,Montseny,Montseny,Barcelona
8620,Sant Vicenç dels Horts,Sant Vicenç dels Horts,Barcelona
8679,Viver i Serrateix,Viver i Serrateix,Barcelona
9227,Castellanos de Castro,Villaldemiro,Burgos
10516,Valencia de Alcántara,Valencia de Alcántara,Cáceres
10697,Tejeda de Tiétar,Malpartida de Plasencia,Cáceres
13193,Arroba de los Montes,Navalpino,Ciudad Real
15138,Cee,Cee,A Coruña
15258,Mazaricos,Mazaricos,A Coruña
16210,Campillo de Altobuey,Campillo de Altobuey,Cuenca
16336,Santa Cruz de Moya,Santa Cruz de Moya,Cuenca
18198,Huétor Vega,Huétor Vega,Granada
19226,Mierla,Puebla de Beleña,Guadalajara
21342,Almonaster la Real,Almonaster la Real,Huelva
21388,Hinojales,Hinojales,Huelva
22312,Hoz y Costean,Grado,Huesca
22589,Estopiñán del Castillo,Benabarre,Huesca
22624,Caldearenas,Caldearenas,Huesca
23100,Mancha Real,Mancha Real,Jaén
24143,San Emiliano,Cabrillanes,León
24357,Bustillo del Páramo,Bustillo del Páramo,León
24670,Pola de Gordón,Pola de Gordón,León
24730,Destriana,Villamontán de la Valduerna,León
26133,San Román de Cameros,Ajamil de Cameros,La Rioja
26240,Castañares de Rioja,Castañares de Rioja,La Rioja
27413,Monforte de Lemos,Monforte de Lemos,Lugo
27516,Chantada,Chantada,Lugo
27578,Antas de Ulla,Antas de Ulla,Lugo
27579,Antas de Ulla,Antas de Ulla,Lugo
27631,Triacastela,Triacastela,Lugo
27677,Nogais,Nogais,Lugo
27787,Foz,Foz,Lugo
31174,Echarri,Guirguillano,Navarra
32654,Rairiz de Veiga,Rairiz de Veiga,Ourense
33538,Piloña,Piloña,Asturias
33996,Caso,Caso,Asturias
36202,Vigo,Vigo,Pontevedra
36558,Forcarei,Forcarei,Pontevedra
36818,Redondela,Redondela,Pontevedra
36855,Cotobade,Cotobade,Pontevedra
37455,Veguillas,Veguillas,Salamanca
37621,Cilleros de la Bastida,Cabaco,Salamanca
37891,Galisancho,Galisancho,Salamanca
39780,Castro-Urdiales,Castro-Urdiales,Cantabria
40190,Bernuy de Porreros,Bernuy de Porreros,Segovia
40311,Sepúlveda,Sepúlveda,Segovia
40315,Castroserracín,Castrojimeno,Segovia
40409,Santa María de la Alameda,Espinar,Madrid
40491,Armuña,Armuña,Segovia
41807,Espartinas,Espartinas,Sevilla
41928,Palomares del Río,Palomares del Río,Sevilla
43392,Castellvell del Camp,Castellvell del Camp,Tarragona
44212,Loscos,Loscos,Teruel
44557,Olmos,Mata de los Olmos,Teruel
45908,Paredes de Escalona,Aldea en Cabo,Toledo
46021,Valencia,Valencia,Valencia
46810,Enguera,Enguera,Valencia
48191,Sopuerta,Sopuerta,Vizcaya
49130,Manganeses de la Lampreana,Manganeses de la Lampreana,Zamora
49177,Peñausende,Peñausende,Zamora
49326,Rionegro del Puente,Rionegro del Puente,Zamora
49518,Alcañices,Trabazos,Zamora
50190,Zaragoza,Zaragoza,Zaragoza
50292,Cetina,Cetina,Zaragoza
50342,Paracuellos de Jiloca,Paracuellos de Jiloca,Zaragoza
3160,Almoradí,Almoradí,Alicante
3469,Campo de Mirra/Camp de Mirra,Campo de Mirra/Camp de Mirra,Alicante
4211,Lucainena de las Torres,Tabernas,Almería
4715,Ejido,Ejido,Almería
4829,Vélez-Blanco,Vélez-Rubio,Almería
6660,Fuenlabrada de los Montes,Fuenlabrada de los Montes,Badajoz
6939,Maguilla,Maguilla,Badajoz
7010,Palma,Palma,Baleares
7013,Palma,Palma,Baleares
8299,Rellinars,Rellinars,Barcelona
8587,Alpens,Alpens,Barcelona
8818,Olivella,Olivella,Barcelona
8907,Hospitalet de Llobregat,Hospitalet de Llobregat,Barcelona
9125,Huérmeces,Villadiego,Burgos
9199,Orbaneja Riopico,Burgos,Burgos
9244,Busto de Bureba,Quintanaélez,Burgos
9654,Isar,Isar,Burgos
10667,Oliva de Plasencia,Oliva de Plasencia,Cáceres
10729,Cabezabellosa,Cabezabellosa,Cáceres
11150,Barbate,Vejer de la Frontera,Cádiz
11201,Algeciras,Algeciras,Cádiz
12311,Morella,Morella,Castellón
15317,Aranga,Aranga,A Coruña
15640,Bergondo,Bergondo,A Coruña
15874,Val do Dubra,Val do Dubra,A Coruña
16191,Cuenca,Cuenca,Cuenca
16373,Paracuellos,Cardenete,Cuenca
17310,Lloret de Mar,Lloret de Mar,Gerona
18249,Moclín,Moclín,Granada
18270,Montefrío,Montefrío,Granada
18517,Peza,Quéntar,Granada
18699,Jete,Lentegí,Granada
19112,Pozo de Almoguera,Albares,Guadalajara
19222,Tamajón,Tamajón,Guadalajara
22535,Esplús,Esplús,Huesca
22660,Sallent de Gállego,Sallent de Gállego,Huesca
24341,Escobar de Campos,Escobar de Campos,León
25353,Tàrrega,Tàrrega,Lérida
25587,Alt Àneu,Alt Àneu,Lérida
27277,Baleira,Baleira,Lugo
27392,Sarria,Sarria,Lugo
30848,Alhama de Murcia,Alhama de Murcia,Murcia
31177,Lezáun,Valle de Yerri/Deierri,Navarra
31228,Torralba del Río,Torralba del Río,Navarra
32810,Ramirás,Ramirás,Ourense
33174,Oviedo,Oviedo,Asturias
33202,Gijón,Gijón,Asturias
33540,Parres,Parres,Asturias
33828,Candamo,Grado,Asturias
33841,Somiedo,Somiedo,Asturias
34218,Cevico de la Torre,Cevico de la Torre,Palencia
34419,Husillos,Amusco,Palencia
34475,Villaeles de Valdavia,Villaeles de Valdavia,Palencia
35369,San Bartolomé de Tirajana,San Bartolomé de Tirajana,Las Palma
36683,Estrada,Estrada,Pontevedra
37172,Sardón de los Frailes,Sardón de los Frailes,Salamanca
37217,Sanchón de la Ribera,Valsalabroso,Salamanca
37683,Molinillo,Molinillo,Salamanca
37797,Calzada de Valdunciel,Castellanos de Villiquera,Salamanca
38190,Rosario,Rosario,Santa Cruz de Tenerife
38410,Realejos,Realejos,Santa Cruz de Tenerife
40423,Vegas de Matute,Valdeprados,Segovia
41927,Mairena del Aljarafe,Mairena del Aljarafe,Sevilla
42153,Royo,Royo,Soria
42190,Soria,Soria,Soria
43155,Perafort,Perafort,Tarragona
44132,Libros,Tramacastiel,Teruel
44397,Teruel,Teruel,Teruel
46392,Siete Aguas,Siete Aguas,Valencia
46840,Pobla del Duc,Pobla del Duc,Valencia
47196,Pedraja de Portillo,Pedraja de Portillo,Valladolid
47630,Mudarra,Mudarra,Valladolid
47851,San Pedro de Latarce,San Pedro de Latarce,Valladolid
49216,Fresno de Sayago,Bermillo de Sayago,Zamora
49343,Justel,Justel,Zamora
49591,Riofrío de Aliste,Riofrío de Aliste,Zamora
49699,Arcos de la Polvorosa,Villanueva de Azoague,Zamora
50316,Bijuesca,Bijuesca,Zaragoza
50491,Fombuena,Romanos,Zaragoza
50611,Erla,Erla,Zaragoza
50687,Isuerre,Lobera de Onsella,Zaragoza
50781,Alborge,Alborge,Zaragoza
3689,Orihuela,Orihuela,Alicante
4212,Castro de Filabres,Tabernas,Almería
4288,Bédar,Gallardos,Almería
8613,Vilada,Vilada,Barcelona
9001,Burgos,Burgos,Burgos
9193,Cardeñajimeno,Burgos,Burgos
9454,Huerta de Rey,Huerta de Rey,Burgos
10161,Arroyomolinos,Arroyomolinos,Cáceres
10329,Campillo de Deleitosa,Valdecañas de Tajo,Cáceres
11404,Jerez de la Frontera,Jerez de la Frontera,Cádiz
11519,Puerto Real,Puerto Real,Cádiz
12469,Viver,Viver,Castellón
14029,Córdoba,Córdoba,Córdoba
14820,Córdoba,Córdoba,Córdoba
15996,Porto do Son,Porto do Son,A Coruña
18131,Ventas de Huelma,Ventas de Huelma,Granada
21540,Villanueva de los Castillejos,Villanueva de los Castillejos,Huelva
21647,Zalamea la Real,Zalamea la Real,Huelva
23392,Génave,Génave,Jaén
24369,Villagatón,Villagatón,León
24609,Pola de Gordón,Pola de Gordón,León
24845,Valdelugueros,Valdelugueros,León
24920,Valdepolo,Valdepolo,León
25215,Estaràs,Estaràs,Lérida
25222,Sidamon,Sidamon,Lérida
25680,Bellvís,Bellvís,Lérida
25693,Salàs de Pallars,Conca de Dalt,Lérida
26230,Casalarreina,Casalarreina,La Rioja
27637,Sarria,Sarria,Lugo
27842,Vilalba,Vilalba,Lugo
29510,Álora,Álora,Málaga
29604,Marbella,Marbella,Málaga
32429,Leiro,Leiro,Ourense
32577,Maside,Maside,Ourense
32634,Blancos,Blancos,Ourense
32774,Castro Caldelas,Castro Caldelas,Ourense
34347,Pozo de Urama,Lagartos,Palencia
35638,Tuineje,Antigua,Las Palma
36370,Nigrán,Nigrán,Pontevedra
36568,Forcarei,Forcarei,Pontevedra
36630,Cambados,Cambados,Pontevedra
36710,Tui,Tui,Pontevedra
37592,Castillejo de Martín Viejo,Castillejo de Martín Viejo,Salamanca
40234,Membibre de la Hoz,Membibre de la Hoz,Segovia
40317,Urueñas,Sepúlveda,Segovia
40542,Villaverde de Montejo,Villaverde de Montejo,Segovia
41359,Villanueva del Río y Minas,Villanueva del Río y Minas,Sevilla
41704,Dos Hermanas,Dos Hermanas,Sevilla
42138,Almenar de Soria,Almenar de Soria,Soria
42317,Ucero,Valdemaluque,Soria
43480,Vila-seca,Vila-seca,Tarragona
44122,Jabaloyas,Albarracín,Teruel
44223,Villanueva del Rebollar de la Sierra,Villanueva del Rebollar de la Sierra,Teruel
44392,Calamocha,Calamocha,Teruel
45260,Villaseca de la Sagra,Villaseca de la Sagra,Toledo
47014,Valladolid,Valladolid,Valladolid
48180,Loiu,Loiu,Vizcaya
49120,Molacillos,Molacillos,Zamora
49215,Bermillo de Sayago,Bermillo de Sayago,Zamora
49240,Villar del Buey,Villar del Buey,Zamora
49321,Robleda-Cervantes,Robleda-Cervantes,Zamora
49770,Villabrázaro,Villabrázaro,Zamora
1309,Laguardia,Laguardia,Álava
1449,Urkabustaiz,Urkabustaiz,Álava
2310,Viveros,Viveros,Albacete
3827,Benimarfull,Benimarfull,Alicante
4661,Zurgena,Zurgena,Almería
5413,Villarejo del Valle,Mombeltrán,Ávila
5619,Neila de San Miguel,Gilbuena,Ávila
9259,Fresneña,Redecilla del Campo,Burgos
9310,Torresandino,Tórtoles de Esgueva,Burgos
9574,Merindad de Valdeporres,Merindad de Valdeporres,Burgos
11203,Algeciras,Algeciras,Cádiz
15328,Pontes de García Rodríguez,Pontes de García Rodríguez,A Coruña
17472,Ventalló,Ventalló,Gerona
18494,Ugíjar,Ugíjar,Granada
19162,Pioz,Pioz,Guadalajara
19208,Alovera,Alovera,Guadalajara
19262,Saúca,Sigüenza,Guadalajara
19491,Henche,Cifuentes,Guadalajara
20160,Donostia-San Sebastián,Donostia-San Sebastián,Guipúzcoa
21500,Gibraleón,Gibraleón,Huelva
21630,Beas,Beas,Huelva
22196,Monflorite-Lascasas,Huesca,Huesca
22416,Pueyo de Santa Cruz,Pueyo de Santa Cruz,Huesca
22620,Jaca,Sabiñánigo,Huesca
24240,Santa María del Páramo,Santa María del Páramo,León
24699,Villamanín,Villamanín,León
25100,Almacelles,Almacelles,Lérida
25179,Maials,Maials,Lérida
25214,Oluges,Cervera,Lérida
25515,Torre de Cabdella,Torre de Cabdella,Lérida
25520,Pont de Suert,Pont de Suert,Lérida
26260,Santurde de Rioja,Santurde de Rioja,La Rioja
27208,Palas de Rei,Palas de Rei,Lugo
28021,Madrid,Madrid,Madrid
29440,Igualeja,Igualeja,Málaga
32141,Vilamarín,Vilamarín,Ourense
32574,Maside,Maside,Ourense
33797,Coaña,Coaña,Asturias
33845,Belmonte de Miranda,Belmonte de Miranda,Asturias
34113,Pedrosa de la Vega,Villaluenga de la Vega,Palencia
34208,Reinoso de Cerrato,Dueñas,Palencia
34470,Buenavista de Valdavia,Buenavista de Valdavia,Palencia
36670,Cuntis,Cuntis,Pontevedra
37338,Villoruela,Villoruela,Salamanca
37764,Valero,Valero,Salamanca
37780,Maya,Maya,Salamanca
37796,Mozárbez,Mozárbez,Salamanca
37798,Valdunciel,Castellanos de Villiquera,Salamanca
39700,Castro-Urdiales,Castro-Urdiales,Cantabria
40214,Mata de Cuéllar,Mata de Cuéllar,Segovia
40394,Torreiglesias,Torreiglesias,Segovia
40461,Nava de la Asunción,Nava de la Asunción,Segovia
40468,Montejo de Arévalo,Montejo de Arévalo,Segovia
41909,Salteras,Salteras,Sevilla
41970,Santiponce,Santiponce,Sevilla
42180,Carrascosa de la Sierra,Arancón,Soria
43364,Prades,Mont-ral,Tarragona
43429,Santa Coloma de Queralt,Piles,Tarragona
44491,Cucalón,Lanzuela,Teruel
44594,Valdealgorfa,Valdealgorfa,Teruel
44707,Cañizar del Olivar,Cañizar del Olivar,Teruel
45480,Urda,Urda,Toledo
45654,San Bartolomé de las Abiertas,San Bartolomé de las Abiertas,Toledo
45692,Malpica de Tajo,Malpica de Tajo,Toledo
45920,Torre de Esteban Hambrán,Torre de Esteban Hambrán,Toledo
46120,Alboraya,Alboraya,Valencia
46170,Villar del Arzobispo,Villar del Arzobispo,Valencia
46195,Llombai,Llombai,Valencia
46713,Bellreguard,Bellreguard,Valencia
47134,Gallegos de Hornija,San Salvador,Valladolid
47320,Montemayor de Pililla,Tudela de Duero,Valladolid
49135,Vidayanes,Revellinos,Zamora
49500,Alcañices,Alcañices,Zamora
50197,Zaragoza,Zaragoza,Zaragoza
4827,Vélez-Rubio,Vélez-Rubio,Almería
4869,Fines,Fines,Almería
5166,San Pascual,Villanueva de Gómez,Ávila
5580,Aldeanueva de Santa Cruz,Avellaneda,Ávila
6460,Campanario,Campanario,Badajoz
6613,Benquerencia de la Serena,Benquerencia de la Serena,Badajoz
7640,Salines,Salines,Baleares
